date,region,abbreviation,hpi
2007-10-01,West,CA,574.33
2008-01-01,West,CA,542.16
2008-04-01,West,CA,497.38
2008-07-01,West,CA,459.71
2008-10-01,West,CA,443.81
2009-01-01,West,CA,439.69
2009-04-01,West,CA,419.59
2009-07-01,West,CA,410.39
2009-10-01,West,CA,411.66
2010-01-01,West,CA,408.67
2010-04-01,West,CA,407.48
2010-07-01,West,CA,409.55
2010-10-01,West,CA,404.97
2011-01-01,West,CA,390.71
2011-04-01,West,CA,384.35
2011-07-01,West,CA,385.71
2011-10-01,West,CA,384.4
2012-01-01,West,CA,380.01
2012-04-01,West,CA,380.69
2012-07-01,West,CA,389.03
2012-10-01,West,CA,396.99
2013-01-01,West,CA,405.84
2013-04-01,West,CA,424.94
2013-07-01,West,CA,448.18
2013-10-01,West,CA,463.23
2014-01-01,West,CA,473.13
2014-04-01,West,CA,485.72
2014-07-01,West,CA,496.0
2014-10-01,West,CA,501.58
2015-01-01,West,CA,506.15
2015-04-01,West,CA,518.08
2015-07-01,West,CA,532.14
2015-10-01,West,CA,539.46
2016-01-01,West,CA,546.48
2016-04-01,West,CA,556.05
2016-07-01,West,CA,567.51
2016-10-01,West,CA,575.39
2017-01-01,West,CA,584.7
2017-04-01,West,CA,597.53
2017-07-01,West,CA,609.41
2017-10-01,West,CA,619.16
2018-01-01,West,CA,630.97
2018-04-01,West,CA,644.24
2018-07-01,West,CA,652.74
2018-10-01,West,CA,653.24
2019-01-01,West,CA,657.42
2019-04-01,West,CA,664.4
2019-07-01,West,CA,671.08
2019-10-01,West,CA,675.77
2020-01-01,West,CA,680.72
2020-04-01,West,CA,686.01
1975-01-01,West,CO,54.55
1975-04-01,West,CO,54.36
1975-07-01,West,CO,54.69
1975-10-01,West,CO,55.09
1976-01-01,West,CO,55.01
1976-04-01,West,CO,59.85
1976-07-01,West,CO,59.89
1976-10-01,West,CO,62.01
1977-01-01,West,CO,64.72
1977-04-01,West,CO,65.65
1977-07-01,West,CO,69.08
1977-10-01,West,CO,73.17
1978-01-01,West,CO,76.17
1978-04-01,West,CO,80.04
1978-07-01,West,CO,84.28
1978-10-01,West,CO,87.92
1979-01-01,West,CO,91.96
1979-04-01,West,CO,94.82
1979-07-01,West,CO,97.82
1979-10-01,West,CO,99.65
1980-01-01,West,CO,100.0
1980-04-01,West,CO,102.62
1980-07-01,West,CO,107.18
1980-10-01,West,CO,106.82
1981-01-01,West,CO,106.94
1981-04-01,West,CO,108.67
1981-07-01,West,CO,114.92
1981-10-01,West,CO,114.91
1982-01-01,West,CO,119.79
1982-04-01,West,CO,121.64
1982-07-01,West,CO,123.28
1982-10-01,West,CO,126.91
1983-01-01,West,CO,126.74
1983-04-01,West,CO,125.65
1983-07-01,West,CO,127.18
1983-10-01,West,CO,122.07
1984-01-01,West,CO,126.77
1984-04-01,West,CO,125.98
1984-07-01,West,CO,126.26
1984-10-01,West,CO,124.23
1985-01-01,West,CO,127.0
1985-04-01,West,CO,126.14
1985-07-01,West,CO,127.12
1985-10-01,West,CO,124.83
1986-01-01,West,CO,129.34
1986-04-01,West,CO,130.1
1986-07-01,West,CO,129.21
1986-10-01,West,CO,128.52
1987-01-01,West,CO,130.18
1987-04-01,West,CO,128.7
1987-07-01,West,CO,125.99
1987-10-01,West,CO,124.82
1988-01-01,West,CO,125.69
1988-04-01,West,CO,125.49
1988-07-01,West,CO,124.27
1988-10-01,West,CO,123.59
1989-01-01,West,CO,123.83
1989-04-01,West,CO,124.89
1989-07-01,West,CO,127.34
1989-10-01,West,CO,126.91
1990-01-01,West,CO,127.33
1990-04-01,West,CO,128.24
1990-07-01,West,CO,129.15
1990-10-01,West,CO,129.56
1991-01-01,West,CO,131.11
1991-04-01,West,CO,132.72
1991-07-01,West,CO,133.87
1991-10-01,West,CO,136.05
1992-01-01,West,CO,138.13
1992-04-01,West,CO,141.17
1992-07-01,West,CO,144.23
1992-10-01,West,CO,146.98
1993-01-01,West,CO,149.61
1993-04-01,West,CO,153.38
1993-07-01,West,CO,157.7
1993-10-01,West,CO,161.58
1994-01-01,West,CO,166.38
1994-04-01,West,CO,173.87
1994-07-01,West,CO,178.46
1994-10-01,West,CO,179.55
1995-01-01,West,CO,183.14
1995-04-01,West,CO,186.74
1995-07-01,West,CO,190.59
1995-10-01,West,CO,193.53
1996-01-01,West,CO,196.0
1996-04-01,West,CO,198.68
1996-07-01,West,CO,200.97
1996-10-01,West,CO,203.65
1997-01-01,West,CO,205.92
1997-04-01,West,CO,208.83
1997-07-01,West,CO,212.06
1997-10-01,West,CO,215.35
1998-01-01,West,CO,218.39
1998-04-01,West,CO,220.98
1998-07-01,West,CO,225.12
1998-10-01,West,CO,227.86
1999-01-01,West,CO,232.14
1999-04-01,West,CO,239.19
1999-07-01,West,CO,247.04
1999-10-01,West,CO,251.27
2000-01-01,West,CO,260.88
2000-04-01,West,CO,267.2
2000-07-01,West,CO,274.26
2000-10-01,West,CO,280.43
2001-01-01,West,CO,288.31
2001-04-01,West,CO,294.17
2001-07-01,West,CO,299.62
2001-10-01,West,CO,302.12
2002-01-01,West,CO,305.65
2002-04-01,West,CO,309.01
2002-07-01,West,CO,313.41
2002-10-01,West,CO,315.38
2003-01-01,West,CO,316.25
2003-04-01,West,CO,317.63
2003-07-01,West,CO,319.04
2003-10-01,West,CO,322.74
2004-01-01,West,CO,325.17
2004-04-01,West,CO,327.65
2004-07-01,West,CO,332.22
2004-10-01,West,CO,335.44
2005-01-01,West,CO,339.02
2005-04-01,West,CO,343.78
2005-07-01,West,CO,349.23
2005-10-01,West,CO,352.43
2006-01-01,West,CO,353.57
2006-04-01,West,CO,355.44
2006-07-01,West,CO,356.91
2006-10-01,West,CO,360.19
2007-01-01,West,CO,361.13
2007-04-01,West,CO,362.01
2007-07-01,West,CO,359.54
2007-10-01,West,CO,360.49
2008-01-01,West,CO,362.17
2008-04-01,West,CO,360.16
2008-07-01,West,CO,352.92
2008-10-01,West,CO,353.98
2009-01-01,West,CO,360.39
2009-04-01,West,CO,354.54
2009-07-01,West,CO,346.13
2009-10-01,West,CO,345.26
2010-01-01,West,CO,341.67
2010-04-01,West,CO,337.52
2010-07-01,West,CO,341.9
2010-10-01,West,CO,340.28
2011-01-01,West,CO,331.81
2011-04-01,West,CO,326.3
2011-07-01,West,CO,329.51
2011-10-01,West,CO,332.09
2012-01-01,West,CO,330.37
2012-04-01,West,CO,331.46
2012-07-01,West,CO,336.75
2012-10-01,West,CO,339.69
2013-01-01,West,CO,344.07
2013-04-01,West,CO,351.35
2013-07-01,West,CO,360.81
2013-10-01,West,CO,364.09
2014-01-01,West,CO,369.44
2014-04-01,West,CO,382.07
2014-07-01,West,CO,390.66
2014-10-01,West,CO,396.64
2015-01-01,West,CO,403.69
2015-04-01,West,CO,420.76
2015-07-01,West,CO,436.7
2015-10-01,West,CO,442.9
2016-01-01,West,CO,451.13
2016-04-01,West,CO,467.0
2016-07-01,West,CO,479.35
2016-10-01,West,CO,486.81
2017-01-01,West,CO,496.25
2017-04-01,West,CO,514.18
2017-07-01,West,CO,522.09
2017-10-01,West,CO,530.23
2018-01-01,West,CO,544.91
2018-04-01,West,CO,559.8
2018-07-01,West,CO,568.26
2018-10-01,West,CO,570.27
2019-01-01,West,CO,578.38
2019-04-01,West,CO,587.67
2019-07-01,West,CO,592.42
2019-10-01,West,CO,598.07
2020-01-01,West,CO,604.06
2020-04-01,West,CO,609.59
1975-01-01,Northeast,CT,61.97
1975-04-01,Northeast,CT,62.53
1975-07-01,Northeast,CT,61.56
1975-10-01,Northeast,CT,61.9
1976-01-01,Northeast,CT,65.0
1976-04-01,Northeast,CT,63.77
1976-07-01,Northeast,CT,66.94
1976-10-01,Northeast,CT,68.05
1977-01-01,Northeast,CT,63.79
1977-04-01,Northeast,CT,68.3
1977-07-01,Northeast,CT,71.33
1977-10-01,Northeast,CT,72.19
1978-01-01,Northeast,CT,73.23
1978-04-01,Northeast,CT,79.42
1978-07-01,Northeast,CT,86.89
1978-10-01,Northeast,CT,88.21
1979-01-01,Northeast,CT,95.24
1979-04-01,Northeast,CT,97.49
1979-07-01,Northeast,CT,100.3
1979-10-01,Northeast,CT,101.53
1980-01-01,Northeast,CT,100.0
1980-04-01,Northeast,CT,101.49
1980-07-01,Northeast,CT,103.69
1980-10-01,Northeast,CT,104.91
1981-01-01,Northeast,CT,103.73
1981-04-01,Northeast,CT,109.91
1981-07-01,Northeast,CT,113.75
1981-10-01,Northeast,CT,112.06
1982-01-01,Northeast,CT,111.09
1982-04-01,Northeast,CT,111.48
1982-07-01,Northeast,CT,110.52
1982-10-01,Northeast,CT,112.46
1983-01-01,Northeast,CT,118.57
1983-04-01,Northeast,CT,120.84
1983-07-01,Northeast,CT,122.35
1983-10-01,Northeast,CT,125.83
1984-01-01,Northeast,CT,130.86
1984-04-01,Northeast,CT,134.34
1984-07-01,Northeast,CT,139.95
1984-10-01,Northeast,CT,141.62
1985-01-01,Northeast,CT,148.17
1985-04-01,Northeast,CT,155.19
1985-07-01,Northeast,CT,159.71
1985-10-01,Northeast,CT,168.38
1986-01-01,Northeast,CT,174.19
1986-04-01,Northeast,CT,185.06
1986-07-01,Northeast,CT,198.99
1986-10-01,Northeast,CT,212.25
1987-01-01,Northeast,CT,224.48
1987-04-01,Northeast,CT,236.85
1987-07-01,Northeast,CT,249.29
1987-10-01,Northeast,CT,257.11
1988-01-01,Northeast,CT,262.78
1988-04-01,Northeast,CT,266.99
1988-07-01,Northeast,CT,265.43
1988-10-01,Northeast,CT,265.5
1989-01-01,Northeast,CT,261.22
1989-04-01,Northeast,CT,261.21
1989-07-01,Northeast,CT,261.85
1989-10-01,Northeast,CT,260.83
1990-01-01,Northeast,CT,257.02
1990-04-01,Northeast,CT,249.16
1990-07-01,Northeast,CT,246.61
1990-10-01,Northeast,CT,239.92
1991-01-01,Northeast,CT,239.49
1991-04-01,Northeast,CT,236.15
1991-07-01,Northeast,CT,233.45
1991-10-01,Northeast,CT,235.69
1992-01-01,Northeast,CT,236.67
1992-04-01,Northeast,CT,232.16
1992-07-01,Northeast,CT,232.94
1992-10-01,Northeast,CT,232.7
1993-01-01,Northeast,CT,229.11
1993-04-01,Northeast,CT,229.75
1993-07-01,Northeast,CT,229.73
1993-10-01,Northeast,CT,230.33
1994-01-01,Northeast,CT,228.42
1994-04-01,Northeast,CT,223.22
1994-07-01,Northeast,CT,220.35
1994-10-01,Northeast,CT,217.65
1995-01-01,Northeast,CT,216.38
1995-04-01,Northeast,CT,219.1
1995-07-01,Northeast,CT,224.51
1995-10-01,Northeast,CT,224.65
1996-01-01,Northeast,CT,227.67
1996-04-01,Northeast,CT,224.77
1996-07-01,Northeast,CT,221.52
1996-10-01,Northeast,CT,222.95
1997-01-01,Northeast,CT,224.18
1997-04-01,Northeast,CT,225.26
1997-07-01,Northeast,CT,227.88
1997-10-01,Northeast,CT,230.08
1998-01-01,Northeast,CT,235.61
1998-04-01,Northeast,CT,235.73
1998-07-01,Northeast,CT,239.18
1998-10-01,Northeast,CT,242.32
1999-01-01,Northeast,CT,245.57
1999-04-01,Northeast,CT,248.59
1999-07-01,Northeast,CT,253.27
1999-10-01,Northeast,CT,256.42
2000-01-01,Northeast,CT,261.29
2000-04-01,Northeast,CT,268.34
2000-07-01,Northeast,CT,274.15
2000-10-01,Northeast,CT,277.89
2001-01-01,Northeast,CT,284.75
2001-04-01,Northeast,CT,290.85
2001-07-01,Northeast,CT,298.02
2001-10-01,Northeast,CT,303.21
2002-01-01,Northeast,CT,309.69
2002-04-01,Northeast,CT,318.57
2002-07-01,Northeast,CT,327.24
2002-10-01,Northeast,CT,334.11
2003-01-01,Northeast,CT,338.31
2003-04-01,Northeast,CT,343.91
2003-07-01,Northeast,CT,352.11
2003-10-01,Northeast,CT,364.96
2004-01-01,Northeast,CT,371.33
2004-04-01,Northeast,CT,383.37
2004-07-01,Northeast,CT,402.81
2004-10-01,Northeast,CT,410.61
2005-01-01,Northeast,CT,421.1
2005-04-01,Northeast,CT,435.32
2005-07-01,Northeast,CT,447.11
2005-10-01,Northeast,CT,456.22
2006-01-01,Northeast,CT,462.27
2006-04-01,Northeast,CT,464.45
2006-07-01,Northeast,CT,464.92
2006-10-01,Northeast,CT,467.42
2007-01-01,Northeast,CT,470.71
2007-04-01,Northeast,CT,466.94
2007-07-01,Northeast,CT,463.21
2007-10-01,Northeast,CT,462.45
2008-01-01,Northeast,CT,461.95
2008-04-01,Northeast,CT,451.03
2008-07-01,Northeast,CT,436.93
2008-10-01,Northeast,CT,433.47
2009-01-01,Northeast,CT,436.97
2009-04-01,Northeast,CT,422.76
2009-07-01,Northeast,CT,411.94
2009-10-01,Northeast,CT,410.67
2010-01-01,Northeast,CT,405.75
2010-04-01,Northeast,CT,401.25
2010-07-01,Northeast,CT,405.81
2010-10-01,Northeast,CT,406.45
2011-01-01,Northeast,CT,395.94
2011-04-01,Northeast,CT,388.72
2011-07-01,Northeast,CT,389.89
2011-10-01,Northeast,CT,392.91
2012-01-01,Northeast,CT,386.41
2012-04-01,Northeast,CT,382.53
2012-07-01,Northeast,CT,383.52
2012-10-01,Northeast,CT,384.76
2013-01-01,Northeast,CT,382.91
2013-04-01,Northeast,CT,381.3
2013-07-01,Northeast,CT,381.02
2013-10-01,Northeast,CT,377.95
2014-01-01,Northeast,CT,377.15
2014-04-01,Northeast,CT,379.62
2014-07-01,Northeast,CT,382.7
2014-10-01,Northeast,CT,382.44
2015-01-01,Northeast,CT,386.86
2015-04-01,Northeast,CT,388.19
2015-07-01,Northeast,CT,386.12
2015-10-01,Northeast,CT,385.7
2016-01-01,Northeast,CT,385.64
2016-04-01,Northeast,CT,388.64
2016-07-01,Northeast,CT,391.75
2016-10-01,Northeast,CT,392.39
2017-01-01,Northeast,CT,387.25
2017-04-01,Northeast,CT,393.44
2017-07-01,Northeast,CT,396.09
2017-10-01,Northeast,CT,395.97
2018-01-01,Northeast,CT,394.34
2018-04-01,Northeast,CT,396.95
2018-07-01,Northeast,CT,400.89
2018-10-01,Northeast,CT,399.46
2019-01-01,Northeast,CT,401.39
2019-04-01,Northeast,CT,408.14
2019-07-01,Northeast,CT,412.47
2019-10-01,Northeast,CT,414.79
2020-01-01,Northeast,CT,417.63
2020-04-01,Northeast,CT,420.3
1975-01-01,South,DE,77.8
1975-04-01,South,DE,89.42
1975-07-01,South,DE,116.11
1975-10-01,South,DE,75.43
1976-01-01,South,DE,80.63
1976-04-01,South,DE,86.59
1976-07-01,South,DE,80.72
1976-10-01,South,DE,84.6
1977-01-01,South,DE,88.59
1977-04-01,South,DE,78.06
1977-07-01,South,DE,81.46
1977-10-01,South,DE,83.22
1978-01-01,South,DE,83.16
1978-04-01,South,DE,91.24
1978-07-01,South,DE,85.78
1978-10-01,South,DE,83.67
1979-01-01,South,DE,87.35
1979-04-01,South,DE,87.41
1979-07-01,South,DE,94.81
1979-10-01,South,DE,96.79
1980-01-01,South,DE,100.0
1980-04-01,South,DE,108.09
1980-07-01,South,DE,110.31
1980-10-01,South,DE,107.48
1981-01-01,South,DE,109.48
1981-04-01,South,DE,103.9
1981-07-01,South,DE,116.73
1981-10-01,South,DE,106.53
1982-01-01,South,DE,101.98
1982-04-01,South,DE,118.68
1982-07-01,South,DE,113.29
1982-10-01,South,DE,116.92
1983-01-01,South,DE,117.21
1983-04-01,South,DE,119.57
1983-07-01,South,DE,122.89
1983-10-01,South,DE,128.42
1984-01-01,South,DE,125.58
1984-04-01,South,DE,129.18
1984-07-01,South,DE,132.37
1984-10-01,South,DE,134.25
1985-01-01,South,DE,137.13
1985-04-01,South,DE,141.17
1985-07-01,South,DE,143.99
1985-10-01,South,DE,146.36
1986-01-01,South,DE,151.86
1986-04-01,South,DE,155.18
1986-07-01,South,DE,159.96
1986-10-01,South,DE,165.54
1987-01-01,South,DE,171.87
1987-04-01,South,DE,175.94
1987-07-01,South,DE,183.52
1987-10-01,South,DE,188.47
1988-01-01,South,DE,191.02
1988-04-01,South,DE,196.6
1988-07-01,South,DE,202.0
1988-10-01,South,DE,207.61
1989-01-01,South,DE,210.55
1989-04-01,South,DE,217.37
1989-07-01,South,DE,222.77
1989-10-01,South,DE,224.35
1990-01-01,South,DE,227.49
1990-04-01,South,DE,226.55
1990-07-01,South,DE,224.64
1990-10-01,South,DE,224.82
1991-01-01,South,DE,228.53
1991-04-01,South,DE,228.98
1991-07-01,South,DE,228.98
1991-10-01,South,DE,232.14
1992-01-01,South,DE,232.34
1992-04-01,South,DE,230.77
1992-07-01,South,DE,231.77
1992-10-01,South,DE,233.85
1993-01-01,South,DE,232.73
1993-04-01,South,DE,233.49
1993-07-01,South,DE,232.99
1993-10-01,South,DE,233.78
1994-01-01,South,DE,233.01
1994-04-01,South,DE,230.32
1994-07-01,South,DE,228.14
1994-10-01,South,DE,226.92
1995-01-01,South,DE,227.5
1995-04-01,South,DE,228.53
1995-07-01,South,DE,232.3
1995-10-01,South,DE,232.13
1996-01-01,South,DE,234.66
1996-04-01,South,DE,232.74
1996-07-01,South,DE,233.24
1996-10-01,South,DE,235.58
1997-01-01,South,DE,235.42
1997-04-01,South,DE,235.73
1997-07-01,South,DE,237.71
1997-10-01,South,DE,239.74
1998-01-01,South,DE,243.43
1998-04-01,South,DE,244.21
1998-07-01,South,DE,245.38
1998-10-01,South,DE,246.66
1999-01-01,South,DE,250.7
1999-04-01,South,DE,252.43
1999-07-01,South,DE,256.19
1999-10-01,South,DE,257.69
2000-01-01,South,DE,261.97
2000-04-01,South,DE,266.54
2000-07-01,South,DE,271.65
2000-10-01,South,DE,275.19
2001-01-01,South,DE,281.06
2001-04-01,South,DE,285.84
2001-07-01,South,DE,291.41
2001-10-01,South,DE,295.4
2002-01-01,South,DE,300.59
2002-04-01,South,DE,308.4
2002-07-01,South,DE,316.14
2002-10-01,South,DE,321.23
2003-01-01,South,DE,325.92
2003-04-01,South,DE,332.93
2003-07-01,South,DE,340.57
2003-10-01,South,DE,353.23
2004-01-01,South,DE,364.59
2004-04-01,South,DE,372.68
2004-07-01,South,DE,395.02
2004-10-01,South,DE,407.08
2005-01-01,South,DE,418.44
2005-04-01,South,DE,436.16
2005-07-01,South,DE,455.66
2005-10-01,South,DE,465.44
2006-01-01,South,DE,474.86
2006-04-01,South,DE,483.82
2006-07-01,South,DE,488.36
2006-10-01,South,DE,497.28
2007-01-01,South,DE,497.64
2007-04-01,South,DE,501.3
2007-07-01,South,DE,496.45
2007-10-01,South,DE,497.09
2008-01-01,South,DE,493.71
2008-04-01,South,DE,486.78
2008-07-01,South,DE,475.75
2008-10-01,South,DE,470.13
2009-01-01,South,DE,472.56
2009-04-01,South,DE,458.52
2009-07-01,South,DE,447.27
2009-10-01,South,DE,443.54
2010-01-01,South,DE,440.08
2010-04-01,South,DE,436.14
2010-07-01,South,DE,435.68
2010-10-01,South,DE,432.15
2011-01-01,South,DE,421.54
2011-04-01,South,DE,409.55
2011-07-01,South,DE,405.19
2011-10-01,South,DE,410.47
2012-01-01,South,DE,407.37
2012-04-01,South,DE,398.75
2012-07-01,South,DE,401.79
2012-10-01,South,DE,404.57
2013-01-01,South,DE,405.11
2013-04-01,South,DE,404.56
2013-07-01,South,DE,406.95
2013-10-01,South,DE,409.55
2014-01-01,South,DE,408.35
2014-04-01,South,DE,412.05
2014-07-01,South,DE,417.48
2014-10-01,South,DE,415.8
2015-01-01,South,DE,422.3
2015-04-01,South,DE,421.53
2015-07-01,South,DE,424.37
2015-10-01,South,DE,427.14
2016-01-01,South,DE,428.03
2016-04-01,South,DE,432.22
2016-07-01,South,DE,437.38
2016-10-01,South,DE,440.6
2017-01-01,South,DE,440.4
2017-04-01,South,DE,440.69
2017-07-01,South,DE,443.45
2017-10-01,South,DE,447.88
2018-01-01,South,DE,457.34
2018-04-01,South,DE,460.17
2018-07-01,South,DE,459.58
2018-10-01,South,DE,463.7
2019-01-01,South,DE,469.39
2019-04-01,South,DE,477.61
2019-07-01,South,DE,481.53
2019-10-01,South,DE,486.42
2020-01-01,South,DE,492.48
2020-04-01,South,DE,494.34
1975-01-01,South,FL,66.36
1975-04-01,South,FL,84.11
1975-07-01,South,FL,67.37
1975-10-01,South,FL,68.46
1976-01-01,South,FL,68.43
1976-04-01,South,FL,76.45
1976-07-01,South,FL,69.38
1976-10-01,South,FL,70.96
1977-01-01,South,FL,71.56
1977-04-01,South,FL,79.49
1977-07-01,South,FL,72.76
1977-10-01,South,FL,75.25
1978-01-01,South,FL,78.88
1978-04-01,South,FL,83.79
1978-07-01,South,FL,83.51
1978-10-01,South,FL,85.14
1979-01-01,South,FL,89.88
1979-04-01,South,FL,92.5
1979-07-01,South,FL,93.9
1979-10-01,South,FL,98.09
1980-01-01,South,FL,100.0
1980-04-01,South,FL,99.97
1980-07-01,South,FL,106.22
1980-10-01,South,FL,109.09
1981-01-01,South,FL,111.19
1981-04-01,South,FL,112.92
1981-07-01,South,FL,108.96
1981-10-01,South,FL,114.59
1982-01-01,South,FL,119.08
1982-04-01,South,FL,120.47
1982-07-01,South,FL,122.63
1982-10-01,South,FL,122.95
1983-01-01,South,FL,123.31
1983-04-01,South,FL,125.28
1983-07-01,South,FL,125.24
1983-10-01,South,FL,125.45
1984-01-01,South,FL,126.48
1984-04-01,South,FL,127.48
1984-07-01,South,FL,128.79
1984-10-01,South,FL,127.05
1985-01-01,South,FL,128.54
1985-04-01,South,FL,128.98
1985-07-01,South,FL,128.83
1985-10-01,South,FL,130.61
1986-01-01,South,FL,131.98
1986-04-01,South,FL,135.45
1986-07-01,South,FL,136.31
1986-10-01,South,FL,136.47
1987-01-01,South,FL,137.22
1987-04-01,South,FL,139.26
1987-07-01,South,FL,139.41
1987-10-01,South,FL,140.38
1988-01-01,South,FL,141.84
1988-04-01,South,FL,144.77
1988-07-01,South,FL,145.95
1988-10-01,South,FL,147.13
1989-01-01,South,FL,148.29
1989-04-01,South,FL,149.3
1989-07-01,South,FL,151.71
1989-10-01,South,FL,152.91
1990-01-01,South,FL,153.61
1990-04-01,South,FL,153.08
1990-07-01,South,FL,153.91
1990-10-01,South,FL,153.35
1991-01-01,South,FL,155.14
1991-04-01,South,FL,155.66
1991-07-01,South,FL,155.4
1991-10-01,South,FL,158.05
1992-01-01,South,FL,160.0
1992-04-01,South,FL,158.57
1992-07-01,South,FL,161.24
1992-10-01,South,FL,161.36
1993-01-01,South,FL,161.52
1993-04-01,South,FL,163.3
1993-07-01,South,FL,164.54
1993-10-01,South,FL,166.23
1994-01-01,South,FL,165.99
1994-04-01,South,FL,164.84
1994-07-01,South,FL,165.08
1994-10-01,South,FL,164.97
1995-01-01,South,FL,165.64
1995-04-01,South,FL,167.66
1995-07-01,South,FL,170.96
1995-10-01,South,FL,172.35
1996-01-01,South,FL,174.16
1996-04-01,South,FL,173.26
1996-07-01,South,FL,173.62
1996-10-01,South,FL,174.53
1997-01-01,South,FL,176.73
1997-04-01,South,FL,176.61
1997-07-01,South,FL,179.03
1997-10-01,South,FL,182.08
1998-01-01,South,FL,185.7
1998-04-01,South,FL,185.55
1998-07-01,South,FL,187.88
1998-10-01,South,FL,190.75
1999-01-01,South,FL,191.91
1999-04-01,South,FL,193.4
1999-07-01,South,FL,195.76
1999-10-01,South,FL,198.12
2000-01-01,South,FL,202.07
2000-04-01,South,FL,205.65
2000-07-01,South,FL,209.97
2000-10-01,South,FL,214.4
2001-01-01,South,FL,220.56
2001-04-01,South,FL,226.12
2001-07-01,South,FL,231.33
2001-10-01,South,FL,236.89
2002-01-01,South,FL,241.66
2002-04-01,South,FL,249.0
2002-07-01,South,FL,256.05
2002-10-01,South,FL,261.87
2003-01-01,South,FL,267.43
2003-04-01,South,FL,273.89
2003-07-01,South,FL,280.48
2003-10-01,South,FL,293.51
2004-01-01,South,FL,302.43
2004-04-01,South,FL,316.66
2004-07-01,South,FL,336.41
2004-10-01,South,FL,351.74
2005-01-01,South,FL,370.66
2005-04-01,South,FL,398.13
2005-07-01,South,FL,425.77
2005-10-01,South,FL,448.25
2006-01-01,South,FL,465.64
2006-04-01,South,FL,475.58
2006-07-01,South,FL,479.13
2006-10-01,South,FL,482.55
2007-01-01,South,FL,479.38
2007-04-01,South,FL,473.26
2007-07-01,South,FL,456.22
2007-10-01,South,FL,444.69
2008-01-01,South,FL,427.02
2008-04-01,South,FL,397.5
2008-07-01,South,FL,365.15
2008-10-01,South,FL,346.66
2009-01-01,South,FL,352.58
2009-04-01,South,FL,334.21
2009-07-01,South,FL,314.91
2009-10-01,South,FL,307.12
2010-01-01,South,FL,301.05
2010-04-01,South,FL,292.68
2010-07-01,South,FL,296.17
2010-10-01,South,FL,290.76
2011-01-01,South,FL,276.9
2011-04-01,South,FL,268.63
2011-07-01,South,FL,271.46
2011-10-01,South,FL,273.76
2012-01-01,South,FL,268.25
2012-04-01,South,FL,266.26
2012-07-01,South,FL,272.74
2012-10-01,South,FL,276.49
2013-01-01,South,FL,280.29
2013-04-01,South,FL,289.44
2013-07-01,South,FL,297.13
2013-10-01,South,FL,304.84
2014-01-01,South,FL,309.45
2014-04-01,South,FL,317.6
2014-07-01,South,FL,324.54
2014-10-01,South,FL,330.41
2015-01-01,South,FL,337.79
2015-04-01,South,FL,346.18
2015-07-01,South,FL,355.0
2015-10-01,South,FL,362.24
2016-01-01,South,FL,369.19
2016-04-01,South,FL,378.31
2016-07-01,South,FL,388.82
2016-10-01,South,FL,395.64
2017-01-01,South,FL,403.8
2017-04-01,South,FL,414.01
2017-07-01,South,FL,421.51
2017-10-01,South,FL,429.83
2018-01-01,South,FL,438.58
2018-04-01,South,FL,448.0
2018-07-01,South,FL,455.39
2018-10-01,South,FL,459.12
2019-01-01,South,FL,467.22
2019-04-01,South,FL,473.98
2019-07-01,South,FL,482.11
2019-10-01,South,FL,488.05
2020-01-01,South,FL,496.23
2020-04-01,South,FL,500.8
1975-01-01,South,GA,74.1
1975-04-01,South,GA,72.0
1975-07-01,South,GA,74.43
1975-10-01,South,GA,73.87
1976-01-01,South,GA,71.22
1976-04-01,South,GA,73.17
1976-07-01,South,GA,79.24
1976-10-01,South,GA,78.49
1977-01-01,South,GA,76.7
1977-04-01,South,GA,76.2
1977-07-01,South,GA,78.9
1977-10-01,South,GA,78.56
1978-01-01,South,GA,84.26
1978-04-01,South,GA,81.56
1978-07-01,South,GA,85.35
1978-10-01,South,GA,86.27
1979-01-01,South,GA,87.84
1979-04-01,South,GA,90.95
1979-07-01,South,GA,92.09
1979-10-01,South,GA,95.78
1980-01-01,South,GA,100.0
1980-04-01,South,GA,100.39
1980-07-01,South,GA,102.11
1980-10-01,South,GA,102.89
1981-01-01,South,GA,107.41
1981-04-01,South,GA,107.98
1981-07-01,South,GA,108.61
1981-10-01,South,GA,112.49
1982-01-01,South,GA,113.5
1982-04-01,South,GA,115.42
1982-07-01,South,GA,114.19
1982-10-01,South,GA,116.42
1983-01-01,South,GA,117.69
1983-04-01,South,GA,118.45
1983-07-01,South,GA,121.01
1983-10-01,South,GA,120.78
1984-01-01,South,GA,124.45
1984-04-01,South,GA,126.64
1984-07-01,South,GA,124.72
1984-10-01,South,GA,129.18
1985-01-01,South,GA,131.69
1985-04-01,South,GA,129.03
